iter	Passed	Remaining
1245	1121877	3380038
1246	1122733	3379005
1247	1123611	3378037
1248	1124487	3377063
1249	1125346	3376038
1250	1126212	3375036
1251	1127189	3374367
1252	1128069	3373404
1253	1128977	3372527
1254	1129865	3371589
1255	1130756	3370662
1256	1131657	3369764
1257	1132603	3368999
1258	1133438	3367906
1259	1134441	3367309
1260	1135310	3366317
1261	1136153	3365246
1262	1137007	3364209
1263	1137873	3363208
1264	1138777	3362320
1265	1139706	3361503
1266	1140589	3360553
1267	1141486	3359642
1268	1142400	3358783
1269	1143326	3357960
1270	1144237	3357090
1271	1145093	3356060
1272	1145991	3355152
1273	1146912	3354314
1274	1147741	3353204
1275	1148629	3352271
1276	1149497	3351275
1277	1150345	3350223
1278	1151174	3349117
1279	1152123	3348359
1280	1152977	3347324
1281	1153792	3346178
1282	1154619	3345066
1283	1155450	3343968
1284	1156266	3342825
1285	1157126	3341810
1286	1157977	3340768
1287	1158867	3339842
1288	1159799	3339036
1289	1160658	3338017
1290	1161519	3337006
1291	1162432	3336144
1292	1163289	3335123
1293	1164155	3334125
1294	1164991	3333045
1295	1165819	3331940
1296	1166710	3331015
1297	1167638	3330199
1298	1168507	3329211
1299	1169361	3328183
1300	1170212	3327145
1301	1171179	3326437
1302	1172046	3325446
1303	1172993	3324681
1304	1173997	3324078
1305	1175435	3324701
1306	1176410	3324011
1307	1177284	3323037
1308	1178164	3322081
1309	1179046	3321132
1310	1179939	3320210
1311	1180873	3319406
1312	1181778	3318520
1313	1182664	3317580
1314	1183617	3316828
1315	1184536	3315980
1316	1185712	3315852
1317	1186731	3315284
1318	1188189	3315939
1319	1189651	3316605
1320	1190657	3315993
1321	1191978	3316261
1322	1193190	3316222
1323	1194377	3316112
1324	1195337	3315370
1325	1196593	3315447
1326	1198239	3316604
1327	1199483	3316643
1328	1200948	3317293
1329	1202556	3318332
1330	1204210	3319495
1331	1205796	3320467
1332	1207101	3320662
1333	1208251	3320427
1334	1209556	3320618
1335	1210799	3320634
1336	1211958	3320422
1337	1213277	3320645
1338	1214380	3320273
1339	1215903	3321049
1340	1216976	3320593
1341	1217984	3319960
1342	1219202	3319897
1343	1220890	3321113
1344	1222740	3322762
1345	1224596	3324423
1346	1226490	3326184
1347	1227890	3326600
1348	1229445	3327430
1349	1230856	3327870
1350	1232277	3328334
1351	1233936	3329437
1352	1235427	3330084
1353	1237047	3331073
1354	1238318	3331122
1355	1239744	3331584
1356	1241192	3332103
1357	1242604	3332522
1358	1244010	3332923
1359	1245490	3333517
1360	1246607	3333141
1361	1247879	3333175
1362	1249261	3333503
1363	1250448	3333305
1364	1251786	3333512
1365	1253216	3333958
1366	1254332	3333569
1367	1255233	3332607
1368	1256232	3331907
1369	1257868	3332891
1370	1259353	3333475
1371	1260623	3333485
1372	1261762	3333149
1373	1262939	3332910
1374	1264045	3332483
1375	1265133	3332008
1376	1266299	3331738
1377	1267293	3331014
1378	1268249	3330188
1379	1269258	3329503
1380	1270190	3328617
1381	1271264	3328100
1382	1272440	3327851
1383	1273653	3327695
1384	1274915	3327667
1385	1275892	3326893
1386	1276921	3326256
1387	1278304	3326538
1388	1279700	3326852
1389	1280914	3326691
1390	1282299	3326973
1391	1283526	3326841
1392	1284951	3327222
1393	1286447	3327783
1394	1287394	3326922
1395	1288389	3326185
1396	1289327	3325302
1397	1290489	3324994
1398	1291641	3324660
1399	1292916	3324641
1400	1293972	3324058
1401	1295476	3324624
1402	1297034	3325327
1403	1298404	3325542
1404	1299544	3325169
1405	1300819	3325138
1406	1301892	3324591
1407	1303104	3324397
1408	1304455	3324556
1409	1305876	3324891
1410	1307166	3324890
1411	1308253	3324373
1412	1309535	3324348
1413	1310696	3324014
1414	1312060	3324194
1415	1313119	3323602
1416	1314465	3323734
1417	1315682	3323535
1418	1316927	3323407
1419	1318126	3323163
1420	1319500	3323359
1421	1320973	3323798
1422	1322127	3323435
1423	1323176	3322808
1424	1324321	3322420
1425	1325333	3321698
1426	1326612	3321644
1427	1328048	3321981
1428	1329449	3322228
1429	1330726	3322162
1430	1332120	3322389
1431	1333169	3321752
1432	1334424	3321626
1433	1335572	3321235
1434	1336836	3321131
1435	1338423	3321826
1436	1339920	3322294
1437	1340981	3321679
1438	1342130	3321282
1439	1343321	3320990
1440	1344486	3320629
1441	1345648	3320261
1442	1346596	3319363
1443	1347504	3318369
1444	1348353	3317230
1445	1349215	3316120
1446	1350059	3314970
1447	1350899	3313808
1448	1351706	3312566
1449	1352565	3311454
1450	1353667	3310933
1451	1354653	3310131
1452	1355496	3308979
1453	1356315	3307767
1454	1357129	3306546
1455	1357944	3305327
1456	1358840	3304304
1457	1359707	3303213
